X	Class
-29.70366796677328	753113.0375502249
8.7964356769954	6755.0615441984855
80.12135435399264	41729933.89386377
54.76911786290276	9165281.700302755
-33.32654684038367	1197626.714051482
44.90580172587161	4159013.768857874
-92.62429678664628	72817547.92136873
73.76111000473341	30008058.803604417
0.0869287416418274	1.0951993363227566
64.41193495314559	17484802.156856697
30.75833385106185	925135.6245361774
18.425860594171354	121883.3733069101
70.60477569061257	25207591.345127925
30.23396998686843	864147.8905506834
65.39342351806931	18570724.89632057
96.3652096432107	87138761.8695405
79.43716366176966	40327078.85094426
-0.11394023756230354	0.8977314671017891
-31.104362048779265	906864.6274208
-14.447972773231328	40753.39250278384
-92.4554753474763	72286704.8786618
98.317200116908	94396937.63392329
-9.391780013403036	7031.622644663301
-13.339900730367887	29458.991289294692
72.73736782269637	28381965.46499066
-33.380614421425975	1205474.4448026775
-79.4739489498979	39397498.908284985
46.83427282988686	4916188.882269906
92.75833360777597	74837482.91201715
73.21096232236965	29125771.93531888
71.04954335522612	25846464.576185733
29.495271006806433	783410.0583541864
76.04704454125562	33890510.32264906
-8.326145910714573	4290.7057687866
-54.99939365312816	8986822.919275464
-0.2893205893674349	0.7771745900652409
-2.3632356594932986	22.214168669623298
-5.30075832135077	664.3561509353785
6.901294572172944	2652.636793023404
-50.42051810889987	6337238.813050736
31.35800882158847	998778.2874485115
49.18034178891267	5971560.4788393825
52.61940881401023	7814780.689402816
68.9193400301333	22893494.676958613
56.11409962629324	10094789.717306808
12.545095482103292	26913.54642090465
23.951108855058294	343419.05987855553
-50.962851596226514	6615697.341545474
17.606804983017383	101886.44922705658
97.32885063767918	90667490.49865417
-61.13526939675049	13744247.4755866
-6.200419490762158	1272.9019495883892
36.49746890246922	1824384.3659661869
-46.916970504439234	4744172.3290299
73.26938905797513	29218537.08258793
-56.49029824612371	10006328.983132802
-44.069722857585994	3688219.094237525
37.79802945869574	2096627.2566828146
-94.66042533805852	79452936.01383692
-41.7429241290173	2965173.541221717
-92.99246742941365	73985362.47908059
50.83173843321691	6810339.684299896
-78.87906591852676	38227493.029045634
52.34464856620079	7653608.708191094
-77.21900292785114	35100125.76291395
46.096538509881555	4615283.278809112
86.23043689204607	55938165.265303634
-93.89885658230558	76920223.86879387
89.5603079846394	65063702.51836254
-58.74371326001733	11708864.100514796
59.552954242741976	12792862.718388762
-22.538347061444952	247078.19702597262
-19.95266300584862	150926.41175444092
55.82558897051433	9889703.279020607
95.68850152329455	84723038.7633803
-90.2334802832733	65566846.97020111
-28.143335731130037	605813.048059412
29.16174219889828	748872.3442621664
-45.435887418437424	4170050.6164596346
-10.814366611211355	12519.815648635242
-11.394527824680623	15497.225072455956
31.888239741617525	1067479.5398721488
-82.92170652807363	46716129.1079594
52.30264978440553	7629194.047751026
-16.90292287712218	77070.01145718589
-88.37661314615887	60320214.4888053
3.2600520930169807	162.48872982668888
96.6804318477356	88281515.7696422
84.52039729027209	51643432.17536954
14.688911259671954	49954.94583658055
17.43160325128639	97950.45402369212
86.80982625957128	57452299.05161208
2.2600009777122665	45.99841928191704
44.845987377607656	4137024.519190808
-22.627979496992026	251074.36366477824
-42.14614358679911	3082103.5867869854
6.763564207979414	2455.592316346897
98.96375878552911	96898146.54074235
25.183967659924875	418883.4179781597
-92.92279846100612	73763306.93754052
-53.75715249491972	8198613.741476355
74.37764097588075	31020461.403111827
-78.9255863468808	38318037.147983186
13.677939211336977	37761.89446319485
38.030635095027435	2148358.349442116
75.29595725008596	32575651.619600736
5.826263613946111	1390.832785894759
-65.15402115064143	17748018.595096033
55.47680484885805	9645962.575834261
-78.16749643779153	36862441.94232729
29.874548132144156	824122.0053095464
-90.37257211670125	65973171.89109473
39.29946484327681	2447600.1548075113
-39.73647078369969	2431997.170093468
-51.1469751740143	6712289.090115831
-36.99265489950485	1823382.861790487
-41.6148746302232	2928746.222123009
61.204840031139156	14265842.619509736
-26.478649618360436	473678.6506847322
-51.10017241009211	6687636.63107895
-37.461765086396895	1918279.8980947975
-61.919542700017296	14466156.003566317
4.344185482677901	462.3497761255956
8.362733331114441	5555.095792130924
-38.809690316455494	2211628.0638860343
-55.03967362731328	9013296.408817405
62.42424354182924	15432156.686497107
18.759149526133996	130810.73163465403
57.274021157666624	10951671.987752408
14.41569489453029	46404.921191608926
15.027081064162815	54626.73861365934
94.98722889767646	82272983.16548088
64.2495744842131	17309864.576948274
-78.09854005694739	36732129.73926866
85.23220934300065	53399911.65588776
18.24910415705787	117338.62383715945
69.04073822645464	23054627.794989444
-91.83085817961442	70347853.30746514
36.691985848833184	1863311.0867700556
-48.5480032660716	5442904.401503329
-57.336834411011786	10622474.576778026
-75.30424277711363	31735733.64015774
6.462830472205468	2063.7523292935725
88.1914350973141	61186867.91277974
3.4513375271969977	199.3638004284863
-27.805098439211903	576969.4884367628
17.148189688355075	91826.33676967226
91.88334271573405	72060893.04669143
-99.4892090202404	96997482.49080768
51.224506306807086	7022200.56612926
39.103239389867866	2399395.1655760272
3.3675967499827095	182.5108905915431
-35.891129749053846	1614409.4702453525
-99.72165205513359	97909421.15782666
7.630137027526729	3900.5189273782644
60.557630836943844	13674358.663525287
79.59299330168238	40643430.66368546
66.26643769911533	19578445.848903075
-70.2198997869568	23971746.0735321
75.36868956132338	32701275.472192086
-5.419590970416621	728.4807355882726
-43.214670801491636	3408706.8397727166
-24.20656774714874	329725.4076847107
-52.98871642769012	7737737.569724634
-40.76186991439612	2694576.7670911155
-93.35488368304232	75148588.42718403
32.9117694609192	1210055.42778387
-54.886173342011666	8912722.641865958
90.62784185858854	68212701.78870016
-98.3373397132652	92572022.28780042
-70.42212124290981	24250057.292495236
26.424347387904177	506724.0337826708
-2.5070722815375035	28.52675516168735
55.83180744543404	9894090.41593959
-84.38734960970665	50117938.836738884
-83.30983688649587	47599585.60455847
34.629569531082836	1480860.4967112602
39.27819895382615	2442341.157104086
26.39922469083764	504818.62341134547
23.70955677326458	329919.8610385774
-84.31313708932966	49941356.16302409
-58.0154409739488	11136592.594585977
-24.692938959016033	357314.1181815308
-51.007377522615215	6638959.562539896
-52.89936620903717	7685439.114946296
99.73266151792919	99936975.22983186
-98.33046013828411	92546054.86722532
76.13346485647682	34044311.701822154
95.4746915514597	83970325.59584767
-98.46813522287586	93066759.16492179
72.62858444812142	28213146.87980839
49.192180034651244	5977282.37912765
56.48145870478055	10360522.310569955
15.646948699350375	64032.53120965048
48.00816702746221	5425032.006142039
-6.3628166947583935	1416.5917613491777
65.24205416523813	18400037.696822897
51.78821542374689	7334859.09223229
-94.27628894084341	78167740.96493444
40.40409709020159	2732660.2889604736
-27.87583794481432	582914.8046044675
25.337973586385544	429116.22770262975
-66.00021086452051	18691770.7640238
67.02965557797168	20492545.44942292
-6.205026402800357	1276.820371747455
65.26067033446066	18420965.9599825
10.488380011670273	13376.625832453406
-79.7249224886757	39899080.926316686
-2.4562089369690767	26.155172004698887
-50.87807811939575	6571577.159959316
-18.5641345773996	112697.19219114869
-2.702900920652013	39.229124778374995
-39.15686517222869	2292343.9485451286
-97.37332892338569	88986211.99552509
-75.29784511970237	31724914.93914664
-92.97960315965692	73944322.56888257
14.045980259713204	41906.6318869786
-80.73804226367332	41972693.57345573
-1.8587903572996112	8.111728725401338
-59.718898014597976	12509358.68401029
-21.87421670232723	218935.610628347
-49.047175592048234	5671402.171786912
87.54700672578937	59422984.105613306
10.221264838781423	12098.424485809051
93.00942936694815	75648890.37557465
23.752368155772132	332282.84223418345
87.85945090148272	60273351.89237
-67.06043712697019	19926781.846626386
-60.8653861700241	13502188.955354843
-77.33985739720228	35321086.82743278
39.621028298479416	2528161.866946097
86.86241208696987	57591228.25724587
-73.30415082135858	28485887.874422777
62.67913421260482	15684716.572078288
47.468461345228434	5186417.557770738
84.93015119189076	52649164.11702923
-47.97094992949429	5187439.753545555
43.41092157118024	3635107.9757778994
-56.614208808926534	10094797.472649088
66.07854138784214	19358175.746669102
67.92203271744344	21601516.891727008
74.98458130492668	32041927.509581864
85.70480441591047	54590591.08802652
-22.37865483012962	240076.94011765625
21.30815226662787	216300.96049353332
16.015141558330797	70165.57129347202
88.75088377982726	62749740.33630001
71.12447068759636	25955275.347749393
-17.735998656198618	93670.24084452062
31.85271124486445	1062768.5038545479
-80.52087811029185	41521560.09873253
-9.34062839477565	6876.059869466744
23.120156668090644	298652.11791612464
20.393707778416655	181894.6767859319
-53.42452469505958	7996661.106770566
-12.880811003890443	25544.79511927059
95.52265106145487	84138727.85159993
-0.5709703711001879	0.6751770331976683
-74.80708180722536	30903223.90550257
-75.77406784638212	32537820.612452105
-55.68988695704205	9448787.707121314
-57.6558266008941	10861876.382951815
89.96958876262505	66257812.52217976
96.99361864913399	89427985.593379
57.61574258541452	11214208.070337888
42.67079768363976	3394860.9511306905
-13.328758477938905	29358.979943900355
-86.49538241692711	55332396.72549764
-62.762317006221835	15273225.044221036
-40.764770116312164	2695348.315872562
68.58385395825613	22452591.53926129
77.5365354092859	36615347.2890674
70.89333344141494	25620714.31037253
-71.30713665550724	25496691.23202409
10.471364834579717	13292.309364002274
-96.11876929834133	84476874.453991
-50.30810561336667	6280639.138041506
92.61562157964406	74379233.14100243
71.29294725317482	26201194.50152282
24.65840532930916	385335.85369157477
-59.342706845766834	12195847.186525114
-47.00887059998868	4781647.960749161
-10.279565506381076	10176.189949502716
-42.71393810559461	3252581.144910639
-57.621924592031945	10836242.791599542
73.13376135769931	29003537.5939399
99.56229049556791	99257563.1712258
64.43936469139001	17514487.13762536
23.837625815298978	337026.44700062036
6.651176314946781	2303.1386285329722
-33.649637313564696	1245097.1959894036
47.89335149082723	5373594.260983994
-36.906734159648465	1806390.8295545636
-56.32826624328639	9891521.819464363
64.32113590653827	17386806.855027426
-0.9526174143562827	0.9139011696495775
50.15753547622407	6457892.960542761
-57.11706787925364	10459858.972751405
56.519828820502624	10388577.166071933
-86.43392402413981	55174852.440035604
-60.506884638084934	13185610.225791855
78.35274375652605	38176430.79993536
44.886060002897835	4151746.5502860495
2.841930039090272	100.10245685950036
-18.25774569713556	105349.02854399539
98.49213847534159	95068849.5292391
34.124928095164535	1397023.69131905
34.36816136956452	1436974.9852627334
-31.77730891108257	988581.0889102466
54.68114111014722	9106806.42272803
88.97388491645509	63380987.04437837
93.65049198092333	77750391.81439853
80.2872847403861	42075599.025183104
40.0300314067627	2633484.395017038
-98.39405589094746	92786309.6203074
59.62556103988243	12855097.653178241
99.11760777694295	97500559.40709303
91.97137628457429	72336694.94285749
56.20317294297328	10158746.663004277
87.31384850784278	58794293.14267235
-38.194583104637346	2073876.1930690873
-46.05924051036787	4404929.382486182
-98.14618670119495	91852533.00692642
8.807993882290944	6789.4933136666305
-34.09908422543579	1313462.875425063
-70.03404417670636	23718077.736737262
63.23504088676796	16246283.926874176
39.675121559158725	2541906.890664835
-3.2099006055731962	81.1817997838038
76.88448568504523	35403041.35845875
-88.36471297184573	60287641.02349666
-89.98960988446908	64858969.260234855
97.21275356520442	90236777.92390473
-73.18588625064568	28301886.993830033
23.092276249627446	297230.37540941924
73.15088859488051	29030622.330367673
-84.8751408361135	51290280.88394699
-26.015621198934852	441119.321015274
-84.82289164239994	51163733.13778118
88.40369667984547	61776361.79383504
-5.994838658665785	1107.046549284405
-61.052312924085925	13669500.154976862
-41.58033257827947	2918977.502399762
-33.41807780366909	1210934.7087512729
-11.198729013637987	14438.815284236412
51.99746798793214	7453536.21486208
-71.11286837688661	25219020.35886406
38.91017004242897	2352663.9963142383
-55.65383751137589	9424238.031649424
-7.002523817904915	2104.1262322863417
-88.15795852693245	59723810.343650244
-4.608356564908277	370.769209699623
-88.96100227565596	61936127.906413294
11.305551392907859	17921.94573197034
29.464545390073596	780179.3517155086
11.6676029667195	20269.32840122531
1.4624857520022232	12.30415096230799
-81.8398178651243	44318406.40048189
-26.48086766133764	473838.82994792593
77.73871443663242	36997489.24564094
44.86468734598168	4143889.702384908
0.12211543602677466	1.1390709961747967
-87.80938421078261	58782194.990789585
86.90751358154336	57710584.8142173
48.67387046021605	5730585.493490274
99.27073251545787	98102921.15567797
-4.291679478038503	275.32209174761977
-69.08710581191264	22456748.334955767
74.77154144672195	31680557.18953264
8.414791384828035	5689.9380478347875
73.57743463202411	29711295.87681452
65.70269795513985	18923158.476372037
96.85127560363341	88905540.87372446
81.65443985765097	45006033.60839377
-86.73512931356994	55950198.43209567
34.233724157997926	1414789.131048687
-0.49181668398099987	0.6896122521410003
59.74958858606513	12961932.811684478
-12.685930067734091	24007.037465130325
66.36399302975363	19693548.17822634
-28.79235756376994	664173.1053421607
40.89784205207198	2867824.4049122157
56.25555311895573	10196498.607728856
29.89518613004992	826381.8955789227
-19.994534952328635	152212.53330002155
34.84684594382884	1518095.7474587176
-23.105102470615165	273168.475324928
17.825471695163287	106964.00729196354
-99.78437398277795	98156594.5769408
89.25426738238008	64181407.00467362
3.3734631982696044	183.6547650042016
20.856628223738312	198753.5453085299
-2.003007837631344	11.069352350745062
-38.849528601313324	2220780.2367326706
-36.04401071841714	1642281.334014091
47.732911138355206	5302330.235456921
15.848163222121656	67331.99920599796
-27.291404721744826	535149.3061767586
-29.1972423042683	702654.6211444607
94.2491837745313	79752250.99195006
28.937288946727932	726281.402067726
69.30863116634666	23413213.50981676
-30.36729372772595	823291.0932347205
47.90621280115144	5379337.902668077
18.540184950480736	124892.38073569015
-80.8052247169496	42112998.996245965
-36.97417772227547	1819718.6648697893
-35.42733763503199	1532022.551783395
-10.857675036458957	12725.871411660719
69.70448717453064	23950720.317989275
92.74984361605442	74810162.37968776
-62.84768362198838	15356817.821425805
-0.21743645324529837	0.8217973314979187
-66.71754301881606	19520863.725338824
50.09370430953979	6425248.600000204
-43.17544648141918	3396278.078920664
-30.45406361721774	832816.8603433125
-70.25026450204169	24013382.47261797
9.966878313541088	10968.571940335696
7.113125513062272	2978.6206570302415
5.748423642708687	1321.6765388452725
-88.90866116797153	61790089.146828115
-0.6151543660418923	0.673674785808719
63.60320607366239	16626409.15644949
84.43829316847288	51443655.114264734
-83.80992138698193	48756273.65060106
-55.6198534398306	9401138.712823935
31.611193588934157	1031155.5757460346
39.620506358764686	2528029.5149325444
-76.21301967088826	33300849.28206724
15.91232694424329	68410.47799716274
68.18554286786565	21937426.651759967
63.536092340788485	16556623.153276982
93.26308480858305	76475250.83589146
-73.66457831014301	29052192.894334596
7.239572267146485	3187.0426876315937
-80.80892611448725	42120739.29243133
64.74314558884643	17845778.10988762
19.998408158974115	168368.0918482021
12.167989113014755	23884.571393219474
13.072881057437897	31626.016240487526
0.8996933738859525	4.092603028349917
-4.842021767538142	455.7573275940178
3.6271714270461786	238.59410159428916
-42.68090337540331	3242473.2860415364
90.83413413566043	68834160.02882533
