N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	X	Class
-6.607247829244486	12.464662450620352	26.617038160383785	64.03824514010222	24.039482084538292	39.63239585888513	-23.207663990278377	-11.712514784638046	83.47381136775488	-30.320853334005776	54.67965140969616	93.7032119568739	-81.55014452410765	-18.17303535013677	-33.34139556945419	53.920829597525085	61.365313409223745	-96.9382594376911	32.583201246305975	27.762267266041903	55.524534532083806
-46.59789460912054	-24.8106155640111	-59.77480415069294	14.040157352051779	-61.72343901941972	-68.31407083100494	43.77074710668586	-23.772453141603677	29.67752209262312	71.6754924077818	-85.08564293499711	71.42297967993738	-99.51773214732071	-83.63246318946207	-5.519463082406446	-43.71190822011102	-45.88796778383597	-67.90656820832922	63.50635319155299	-8.351418182448782	-16.702836364897564
-51.48485183765634	7.561795922958424	-62.00587430243576	28.97095085269305	95.13333720556966	-83.1573111237774	32.40936300649304	-29.50944390430601	-63.49567169704422	28.99617181210408	-62.107530841178836	8.748184542971188	89.16269269236187	-30.575408046594603	79.15048396407508	81.3011038426983	-47.15682659778284	-9.862309644603968	-27.580022330591575	76.36703247873626	152.73406495747253
55.352301674500865	1.0952514796482689	25.52371262162532	-36.32204765663647	-99.77792673536383	90.52975670298738	-26.917284360834046	-13.753063861017225	21.56257126965211	88.29227550926893	-56.4041077964438	-9.366319756520497	-77.46860927817639	-15.784061298425001	-71.32163158051863	-57.20371040777978	52.3934472009679	45.91603750871991	92.16979804870994	-77.09546372236626	-154.19092744473252
65.74076456295649	-4.514130303189873	98.65314644854166	16.820149375819724	83.91857114187792	-8.246737560289688	22.17223718544588	12.317672984891175	57.20390479919212	91.67797059290766	88.90124108822701	81.50888253929378	24.801828840792155	-80.17481983134346	1.335085789547506	-93.88972377643545	44.52000319769928	53.40700932329071	85.2467174883594	-75.10657018737493	-150.21314037474986
80.33931837657974	-9.43239268828819	-61.86070685878469	19.135533167017954	-90.42688505941861	-84.17763721831105	12.448859503535232	26.944589607808723	-69.75248658528781	75.36551441978051	52.100656291260975	-49.748492761592125	-37.70662888808898	45.87877167712904	31.230331083452654	-98.08078948516139	15.345323618957778	72.03035195954763	12.938601715554228	67.96285568409183	135.92571136818367
-53.23484730765608	-97.69370151702124	87.31965374820567	54.07445718836195	48.897291973259286	-74.07903413848501	13.048021272879922	-96.79152597171682	61.9344231091132	90.83393762574909	-22.301354774568694	-45.350075735725845	76.005363185839	55.98458202710174	52.60806844603664	-37.450581855136036	74.67118931854873	66.19000747519718	-57.09993029601939	78.7424620467541	157.4849240935082
63.06472049724229	-81.06202619709633	-6.392820862422283	-27.002012215256514	-52.10763504755318	-98.21414233440049	-32.907469003772746	-6.216713316909562	-26.010868922120167	-82.72318696167733	-99.47277907836896	3.910894669191677	-98.0980321702047	-69.04828927443899	77.07188984764213	15.292779119517078	-80.92199011879491	-11.45711842009014	-27.010188994158284	-38.3639737005747	-76.7279474011494
42.68197984726362	24.260737504178124	-38.42304345009093	90.32752653483698	-92.69715217284154	27.997361521872293	43.41539243672298	29.862901421754515	48.37933332415426	-90.94916018192086	-30.218374146367168	73.74244670160667	-86.67991045597081	-88.78734242997994	21.312157265577383	49.99805162182429	74.16838499473397	-31.05138941412251	-69.60265567535097	53.42420553196533	106.84841106393066
16.51291238935275	-90.51754622882271	83.71386306180548	87.57865195247953	83.68766889311945	-7.140943469057277	8.439236363530483	-24.229929364774662	28.774177766354967	97.2827597539387	-39.79248983782362	-69.00225909297811	87.18706739052635	-79.66861712044282	-93.62092480860376	-68.50859394750299	-47.30213811118826	-42.57035101833184	70.98280850537316	71.4892121352371	142.9784242704742
-11.500816115978395	-28.87313277533805	45.07319009956743	99.75911142386607	14.335342558031087	31.578223044939477	-49.79679083374573	59.35254812509734	-70.23166575934033	-57.43193982480705	72.71009312565295	38.472932011299946	5.590141425228865	-57.40538790138734	-83.39849211768743	15.442019691424733	95.43757063470758	-81.36678821542982	13.132004391418079	79.47989396294304	158.95978792588608
76.15154936040301	-60.90868326776033	95.05750001715438	99.79449112185605	48.99585357080986	-81.71738943495669	-8.617876784374062	-98.07310071412243	-50.993824310188394	17.389343798407907	-32.83890863957306	-96.92303208606874	31.87156729266283	-20.450306024049183	-31.394813565718607	-58.59070378403164	25.54276352102906	-14.357596130129679	45.79929272434785	53.062017243769276	106.12403448753855
-23.306916532604035	5.012485391783457	94.65177056063686	-45.29427476478225	-13.508820614590462	75.43105031374466	-8.85874715763822	75.6937810013535	-22.974722799689104	16.71848355434284	29.187480884664154	15.481347038609485	-27.823830324075786	3.2640012577715822	-82.64771810338905	-61.82211629622183	46.33513152805284	25.358571783125612	5.530609356109892	-25.46685086162816	-50.93370172325632
-49.81108879299436	81.53244402847108	-3.42236047173148	-62.85257960852857	86.88638516041215	-31.35302077490438	-64.68975162172123	-51.637203877408	-6.921952237169961	-33.77872608881904	78.22974059680726	-91.83270609136925	-80.6632392879945	42.20479070028978	-37.657888285908726	-66.8296297642591	-73.14591868336782	-62.058634106824464	-42.867965502053366	-18.03042380673338	-36.06084761346676
23.068370463593183	-86.3512030649334	26.58126784267931	-54.83517207458735	45.652791970286074	-56.48315982644452	-25.78584473093666	2.4219901171121307	-26.519497513617594	1.015325897253632	5.126465256479392	-1.4510801908744355	-73.02562913458581	37.764482634895955	99.99368795863424	98.00137854533705	-31.485915588276555	66.38370250603796	82.99780036019303	95.93020344364075	191.8604068872815
-57.80741000581931	3.2413363416251855	-11.772449534450288	-92.41054290307649	-62.14450330161958	33.41655482722706	-83.36746299842794	-20.518871181808905	-74.07512389339423	20.872518468231675	15.803060767109955	-10.313197292918971	-3.2938711589079332	-27.389947906022343	-35.50947895805447	52.0516505924316	76.6669759566951	31.1552397449247	90.94401421226013	-63.430266192631215	-126.86053238526243
65.93057623343722	31.513931471412832	17.347535328633754	-9.364018707645315	-83.15713840548415	-94.45188652618673	16.523168753195506	-52.46298421887418	-19.17807257451885	91.5850765926358	91.65304966499687	33.82767477384894	-5.624013316546822	92.92102567647632	85.9588397909123	-30.014376575112095	96.82075716207856	48.810752499962035	-92.21804786685229	-96.91778943222076	-193.83557886444152
-90.51824316707425	2.4355618522803297	-0.06680516252859547	33.845710627906385	49.21292347877227	-2.8478086634030575	-98.27191150046288	88.028219731935	81.7914432962628	-63.20630447739308	-59.84682481595631	47.44163522447374	1.133654480793652	16.44995774969749	-83.54040297287176	-21.858609982941843	44.88230242527311	-43.47983207568304	99.28471223582363	-22.13163774717806	-44.26327549435612
17.004255994023538	73.08806108729561	55.743562331835335	-55.50274154950505	-20.52765924073168	-84.0791384147417	-79.8504341315766	21.789881812113606	71.25861345289533	78.6961188207375	-58.850541206667195	-46.792144634649866	-48.732649007740726	-59.86437694320894	-82.75558433586619	27.88659819831507	23.05393142709569	45.884387908617555	-15.214699198298248	36.81709411384915	73.6341882276983
65.76151935867219	9.558426242712613	-92.78694022712462	-92.65158794573863	-66.29014644793665	44.01228846113216	44.73191123380863	77.05544543724628	-25.085055634740527	81.2927108131853	44.83256600926066	78.19853428193349	-39.78984898357343	44.34768142904841	-64.95336790217645	28.305438024331124	63.07364310860447	82.06964645599578	-36.91022471615186	-45.12210171269595	-90.2442034253919
