N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	X	Class
-58.64696241394167	-10.723991756907154	14.708424239397004	4.546304478467533	76.0152200265278	74.72803080444555	-39.78144382113864	-81.72591460116129	-38.97181229249136	-8.042488687880095	70.50173112634644	89.18940881416728	25.740861354914117	-97.59909382527279	-16.460843319092632	80.2077585104893	20.233212359829665	-38.90996968381375	-55.63681672987404	70.39930584961084	-3916.793277465148
-67.28491202881632	54.76582456544631	-10.905725745886613	-96.80534248640025	-14.611726445915266	-4.799946642215971	-10.680662803992107	-74.67807086533793	6.023609789476865	-72.29408200182301	-35.47138998715917	-72.32048902570631	-88.55797718447185	25.935417396728397	-16.974093522255345	-19.106071103550065	-47.58819656205529	6.7509818750902895	-40.0150873078172	-88.01626865830585	3521.9786748704028
25.058448566270755	14.386272280051756	62.50841052396575	-62.73012402493527	-41.711265705243285	81.0855140409069	21.878623064455468	-39.7371796765341	31.776512192884127	36.74403507019255	23.815927246230757	6.817234858621092	-20.396915923861016	67.6944976932711	-9.042336426750524	21.122159226673915	60.81044806404	26.613465798677183	-56.781676376948	-54.85457157677571	3114.7345310686087
-57.63599233974779	81.19068521081343	30.11748216548932	14.404033126541776	45.04365202975052	59.86417694526514	95.53114321688179	-0.5968695511040067	-91.85491636705534	27.122515255458453	-21.036985017938733	13.203894951905653	60.09279956800145	70.52696883102408	-28.215675956127683	-40.427264972010235	-93.59521976500007	-52.30541395410142	62.80395135221704	38.88388967618738	2442.0619156082466
85.20861469575564	51.81675029781286	63.52627996687957	-51.9669870451243	19.782021838219265	42.955531407872684	-20.747918808734852	-89.77449647232163	-95.77379235390207	-4.009939298117075	-25.269448888116358	45.41066961015059	-6.076782531651119	32.46982999759558	64.28244094983933	99.94156141123852	29.421245587524027	-72.14759760359146	26.494346940273502	-42.010943386131515	-1113.052509360357
3.743652923025678	-14.15905947304256	37.952060514360454	-43.38836913886488	76.9752921011385	52.26125426175247	56.25253838883668	31.378691213606487	59.12364039943722	74.8795598848757	-97.1171470729303	-61.71815307018338	-74.1793478193047	-73.32495765747986	-13.75542258437325	12.783265105151884	-2.246936948615371	9.592560581503776	86.44795694115496	55.18331495361676	4770.484834980454
-50.92734807328958	-59.73242990177121	57.57376588745214	-66.38601340300443	14.077292034438955	74.47989431856982	-46.96034615046898	-70.40560446278185	89.38589429963409	-24.59829336297183	-55.72485219745118	49.310116969482664	-18.78292857706873	-70.51927224392891	79.74777073317506	95.3030445706865	2.4238442729415794	-14.499328007981816	90.75439501898336	65.8268942080199	5974.079959827465
-42.667224358878265	-87.95919675338237	-25.0754143514433	-13.50194139421508	3.7424440772591367	-39.63043665041	-37.63752388676325	-37.345184399774034	79.72240055540556	-85.82711391018454	-33.26481721132937	-57.90344769964912	20.352005364679243	54.196804647401365	-24.28896909953491	11.276400234045965	-41.965718330017765	64.88302138247218	64.67178833284282	63.94667558857603	4135.545868253356
-72.96328905206607	71.21124850234554	18.724137939668623	-10.20953625246328	-14.319153488114651	-2.9599496732463706	19.912628609426463	98.82598914725352	74.03633259343002	67.14756138877306	-84.15151887492877	-1.3348014298869515	88.91036151797016	-30.722014723220028	19.748331204335187	11.444749414090197	44.120252661298935	38.49701946955312	-80.54265175395479	-2.8729210120159223	231.39267658741778
-83.09312678354871	-73.4437462255692	81.21325850168978	-65.01408026032895	62.14188417148776	-99.62242283875	66.6427268072905	-91.66876053196779	57.30315535847012	-53.619688196273586	-41.261368959378466	-14.84138148582899	64.64778073923941	71.76626074627151	77.64295334428991	-76.12177947454815	23.78452298877218	-5.924704704845681	-3.568309801233326	-13.625304411197362	48.61930727526322
91.86230862021284	-47.37845318530716	-13.531946100122894	-41.61412313288846	-45.42468494553362	99.14167118129754	-5.459566172612	27.15655597760059	-19.66744905929076	65.55337989124718	-39.25548808286574	-5.6666423538489425	90.42710869472077	-22.61206932916187	-18.46096241701278	-77.86179427192464	-82.71033077929768	2.4767449241278996	33.68561108470729	58.183610719306415	1959.950482194562
29.085976185917843	-24.263984433033457	-47.60566147089187	-50.697664780505505	-68.1031898953243	80.85662274079169	-2.9316090743564303	-85.92999387349651	8.514804397764578	82.95755195450576	-23.268337822472574	97.43795150743199	51.8764158403099	-86.01760503563729	4.140167281634888	-54.90831927051612	-33.8080602935855	57.27600014333757	62.46803764208104	-95.54456845621442	-5968.4816988191915
-56.06999615196872	82.10892674652754	79.6202461962377	19.782857376593867	-60.14440464157824	-34.8864482714111	24.825037792047226	-93.8207865988995	63.20332126034606	74.2067155620746	-6.355036122366855	-61.414369598248996	-30.7967688514224	18.03173165564158	97.33657821334069	57.716386904925656	51.296535327373334	61.972459612061044	28.58098491227483	-75.53135377515065	-2158.760482651273
75.825699097359	-73.64865980408462	-68.56457104388343	-62.535771001808	-66.17894797263125	-60.474225556199876	-47.078577577528044	-67.77012073682833	47.482670117407935	-97.683445734856	-81.6979122136768	-61.29810224841128	-16.533912258408407	-33.98042238281866	-5.83682555074887	-29.09527594663193	42.50073343423887	-75.19051315108916	25.29244451515416	-18.272923010172377	-462.16689136446854
-49.09056370820159	-36.450174768780585	-35.48612780721723	-72.74832181336052	-7.080345854137818	92.38897049002614	-4.122589504370339	-40.386631603798364	1.0142974482022993	80.01466396311272	12.525535165668103	-96.83012515243747	-5.474898613169785	-75.32381848844902	49.11038769989983	-83.05596237974152	-71.50606940071378	99.38811408603598	-25.885747242041532	20.783234314865012	-537.98955034672
69.9748052670578	69.72602371076977	-48.6695903918331	63.22555763624737	8.36696504063876	-40.795949558049394	10.485876302212247	-56.59824310255359	-42.62339434988902	-28.205992471580444	-23.76894519694916	95.96409889611687	-65.99215456306806	40.628885492012245	92.73622211396349	-25.059796654719108	-98.22189257155462	72.43680941267792	70.06710532736312	-29.033915623418523	-2034.3224240518393
