N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	X	Class
19.490306396240655	71.63783595042844	-70.8566350971866	85.0511579038949	29.612411144601907	27.41421305489824	81.61706056826952	-38.709254354689904	44.45340819016852	-29.13771564315182	29.616924725280228	1.4123628321376884	-67.5945986521537	-36.1745715393277	-15.820864817009635	-81.49177817887252	-86.72646061180842	-54.95451226885879	47.92430178475803	-48.53066383234421	-0.1632878297343681
40.57136332304697	-29.08875101127579	-30.61268274412781	79.90723993922771	-44.18217502362039	52.13700024760118	-51.35000150434388	-66.43021211233068	-49.78131767733658	-24.93082816151943	3.957783140546752	23.136902927748665	36.653566166032135	86.26694659046788	88.20897879041203	-46.71008822644027	-26.50197107595619	29.231335599859563	-60.60070986663626	-2.3346716170980812	-0.6917252149820596
-67.9050231959377	77.90008568864565	71.65079432753257	-69.5826883306907	11.736334134406889	64.35619373621768	66.80741389066961	34.11387114205945	-52.56265675663907	-16.57447189177823	-71.82760834622597	44.159047172890865	66.90715923874549	3.4899286380683634	99.34033849189532	-70.9493049212096	91.24691648594757	-22.52466725967497	8.640676430443335	87.5017852094359	0.8948018731296155
-38.159105481179466	-21.95606389985889	3.6477098751233257	55.968822790281195	67.14957310251762	28.473764997018463	84.43732317266884	70.75955896948878	98.53791000786723	63.05080009547325	10.633174296024663	-73.74742830522301	24.454305886776993	-21.043195425043336	-42.69706905397486	17.269343571445035	57.91398900781215	-24.59152473940047	-64.4593236252601	-15.234096846675754	-0.8898105792759654
63.072888570288285	16.723175129243728	88.81042172988879	44.19509938643665	41.955673624959445	-24.609156897435483	-36.14192150693274	-90.74598510021012	19.15170190364752	-91.66945644596336	58.92116768142256	20.43102511526105	-20.562135512860436	27.44446680050443	18.013452724529373	52.11230200112155	-89.90491954609439	94.76233479120114	-54.68961170342339	-17.236391609662903	-0.042355310803739485
-89.73369014169224	5.920608406739291	98.44923972311307	58.38924495112744	-45.841919242108744	95.5483298063383	-32.5073628202511	-15.084658675015334	63.71819968485994	-73.00305441975819	79.83550289370163	37.275607747948044	27.227812302758522	-4.726722127267919	48.88977370561767	-12.351011915487646	-70.17760023261252	93.6471180995409	69.8481916867938	58.09545945784512	0.024002328297745047
-37.89292657121057	-6.197389380183083	25.045822029254182	44.9283812071169	-65.73712153846363	-47.466339620110155	55.333649757038614	53.18568623499698	-0.15723801137204418	-30.235362867231473	-37.961490107732956	-89.11112942580932	5.552723572811047	-4.062637522580019	98.47881302801025	-3.395517341023705	-0.3090380433031754	26.115749431624067	-46.296401985232485	8.883292058233437	-0.8569437788010849
-18.113545666608218	1.6469829975349626	-15.836606027993327	-18.503560011101698	58.096909498607346	25.20514415333919	-67.80182880726886	67.29760705179689	-23.630356489575803	99.0749423056649	-76.52662650867275	69.45076710593852	31.04605258051282	50.24952209332736	-72.99947572245449	-63.64018291938434	-71.52195922424181	-26.37409175868723	25.72885864179611	-70.11016613635019	0.5443957274098662
46.05104221801412	12.927159300075289	72.99202507774797	21.906391625805767	55.38096786502584	-13.375891394393278	60.50018253007613	43.35806432208739	63.17913051823098	-94.51511635434406	-16.952178672039196	-4.665740141579008	-50.65549163541008	14.029797548531022	-31.011621027205223	-90.12623928850473	84.0643193704544	-26.549256333348453	76.41790165095631	-98.30811799879422	-0.6068175731200004
74.80536435613959	-13.146784061777566	97.94069647269356	99.46016941978272	-48.58378064167606	-17.650409523418304	5.961595277958082	5.625640417628915	-20.43201505268364	-3.1001414313256817	32.92877472743265	60.0123506067919	-84.03262502204439	-46.622280360648546	-57.80253102920052	84.05327275129946	-70.4729670826342	84.61860333869765	-58.147092309674655	-73.53292900645485	-0.29025983654655413
6.973850956533994	-43.20040879171041	68.79544879094789	-81.93342096052262	-73.00745276073255	39.40151680113712	-91.62165580393271	23.015898605505896	-64.75292277920386	15.040778650209006	-61.558836862819774	-64.05893130597589	-46.220052497858724	-90.43010494163181	2.3066440637631302	-49.3275930428458	57.93368388723158	-61.793992179748635	-55.606673407786246	-11.04129672835694	0.04570651168041741
-77.66812248555041	-55.06230738634235	-98.610569747367	12.106682347584965	-99.00554288358859	-34.0397729555375	-69.85999517087542	96.24080950004446	46.504224581860996	-87.50297129778681	76.52627206725481	28.419453326684817	84.29605113887632	-9.370675975224984	-28.965603290056237	65.75177019990505	-62.863150957481736	99.22173800568439	-58.62611028011977	10.207135375942585	-0.7092536425573028
