N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	X1	X2	Class
63.68010686203576	-53.554186472278474	-26.181253176494153	65.04089274510375	-32.42301091127409	24.62850697041597	16.304000917092935	38.94950784341734	17.884112145698694	-41.70947483058818	-38.030328023991245	-78.65824791403644	-29.824397590370438	-11.389349321632025	-20.25656165745717	20.715075890858614	-73.53301451522711	55.6142836118822	57.73120617431627	31.932150220766943	280.0119807979924
-59.37136660235603	-27.56747966893718	-90.49676430377811	83.90657616619234	-51.823101523835625	-81.49069935691526	-59.009423026950316	-22.864609731343634	-81.45047901852828	-9.636782514533209	-53.9539527586838	-70.5002146449981	-86.91769354623358	11.968281215708913	-8.714434746957352	-1.4302275163698113	-4.506277237587142	-95.92543885884892	-13.647718591116487	-74.17606048994685	-41.513239458933484
87.32630080024452	74.70064453411231	-70.6830943633802	-23.49630327450373	56.320643700611726	69.89077207143865	77.8560876443361	-80.89873315343483	-62.80449086908173	34.22928595798837	85.10163104915506	-88.63146443672107	-9.713222215094987	-17.124275774195752	36.60120421617822	-79.4865230734882	43.54227226262651	99.55838989048306	93.89387347962787	-62.84558187401321	492.41789468947707
43.390459366001465	27.00699247563132	-4.561009679519714	72.07774652054539	76.79810247030292	-41.45024383471265	1.4029751632544532	-25.55397659344581	94.13952964550188	-55.598144827585074	0.37197384304505476	-49.04367085727041	-38.188932010902256	67.75124528617144	69.05465426207391	-89.05220444290738	-7.992130153775463	16.295647129463276	44.52691934211737	-25.259983637802137	233.0545912565209
-94.90581778010943	-59.21033108688485	-34.37214797496577	-97.42667961447408	83.39946871850262	90.03429459516573	-99.89096996588765	-39.56035843145269	68.2601698230767	38.632802689296625	-38.96208739899385	-80.41456991120563	-37.73635639636284	59.19383106899622	-86.27133844117176	-82.74205972919174	41.83231313371158	57.36167848438066	-97.74150594494316	54.48624560286487	-504.8696115923374
69.83613540975765	-19.667498643400094	-29.502644036834738	-48.346604431855496	98.65300776903266	5.853405394638344	5.906216318843562	-56.4574464947285	-33.831045141007536	65.2040556396544	-72.47394876513648	-91.25805853085222	-60.871721910580035	26.589467064615448	19.774175466191025	-15.027073699025607	58.73237470734972	39.815394551336624	38.58646400153157	92.71679856271683	164.02672048675223
70.41295737629503	-1.521243072348824	-34.29584421064855	33.481938912848506	-89.74259415089054	1.4173966530777449	4.4753656207483345	77.83834944006577	-9.55485100216606	37.43203056450977	64.70646159988522	-0.7446967543547629	-6.084321676367011	-91.98680138716443	19.742997768403384	11.294229778298032	-66.97208833134778	65.09888745706206	83.18754661055897	-56.37567309587843	436.72962408475433
89.3576176336579	-68.2729031297577	44.78192961146931	-64.20654346084673	-31.898026503930183	97.74113269566067	-36.034163737232916	98.03337998788774	99.57225703153537	58.68475590082983	-65.75658600207498	-25.952821339673534	-6.526295369310105	-64.00859258686944	87.18839212792636	80.08706066426095	94.95280644842254	-0.37637056045274164	57.168771059030945	68.21413575973324	265.10581004191033
20.921485522547385	52.88375392053351	-4.105463592737053	37.31717673747508	25.757835567682633	-80.64066290733658	-10.161209342561634	53.68899419203362	-29.90712947562085	84.07843147152641	93.538588679224	-70.11525703137454	-97.92154948580887	42.98478917890088	-46.57214857881578	49.2021419507177	-36.5992531114818	17.33944162439272	-58.92079856608174	51.24693431708076	-309.68630426943565
-14.88303729159071	71.08612200270002	-75.93913661092597	-60.27457892941819	75.29881187504327	45.15112397320996	-4.770455465500305	-57.07353976198215	62.20141529729267	70.53361552019365	-68.84286390194035	20.43183230054821	31.711866219349815	50.286866246243704	88.27622143763315	-80.29790371041814	81.49728305726941	-65.15446943502624	2.0013886684149043	18.628914056586325	5.797305323212413
