N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	X1	X2	Class
-65.15317265678956	47.12148728959377	5.6248976958477925	12.21774076929482	-10.561795186711592	33.087946595153255	-92.14658881345304	26.004533031142913	-47.50778917870224	-0.40192898314997194	-8.639752987815427	90.71062703051948	-16.631063819947983	-87.59923970299522	95.24432381940485	97.41171513108796	43.4790069013782	61.845127199546965	86.62718518844196	-39.22351229533878	448.21043004065604
96.4054282313553	92.01386064194267	3.158202593309767	32.160026670761795	13.901757234141485	30.25342037972638	-34.41035479605188	-91.77693392406357	12.452421420651262	60.10455231972145	-76.59137283569426	2.3262958163939658	-99.89316845014811	0.21767397059527127	-48.25426406518327	-8.424763659377518	28.11524241777468	-81.71603123560278	-39.08388872507393	-47.71334668326814	-177.51499473094697
-70.73086078639103	-45.21373335919634	79.0300728523925	16.65003136771979	-7.247884824391832	-6.101114468794137	-83.31703218569926	88.2829420731008	-60.35602400415543	40.436991663376375	54.062320128279424	-72.16937040024018	-64.56033907832949	11.655812319890273	57.02255113650665	-9.521131650339413	-69.00762550701185	80.33755317238806	70.19327784420605	27.63743729556147	343.75391012250975
-3.2446023594538502	67.09623073603399	36.86577870796489	85.60950468284216	89.06634822922629	17.809664252523177	-43.627126400814454	-34.7860146976013	38.024629450440244	-39.49527259495469	13.296666185584343	-57.432920290638755	70.34559722469135	79.59167904516724	-29.36439317320341	-48.174783949717195	47.14035301955951	6.689522727220194	-16.55331053117773	-25.152008275449916	-72.38254989740534
-7.889932193882544	94.17402225535014	56.14550336017189	-67.99633229932702	-59.997242141346696	49.21975468075584	-28.908051637914014	-35.69403483487517	50.579849928135786	-22.358066931152948	7.116832069969405	-51.41768422921622	38.8523886706237	-24.12044041287342	95.81028375521788	-37.78920230201437	-89.98892504900499	20.54360667784087	5.485338634329324	-64.40717692483418	50.89575214659135
-79.92073817313849	-70.49875036416432	-23.573020097649547	83.37898264993078	53.192195241772	8.10618101057932	38.65368565684392	7.797594039920213	-20.39689848374175	-97.12917187676042	25.47732907698108	31.523652729268207	-0.2508844492922009	-19.413144855355185	-24.221671887122724	-1.0313308310491323	42.91711903156667	-92.17877338292801	-54.987743824699734	59.5680983125788	-292.7947518943583
-41.09618600885243	-33.122060943857306	-8.985037203461019	-76.82867309478787	16.483540427329245	-62.012208982179786	-57.637941837297355	31.046766430138945	-28.165902931641412	-92.04926526849462	15.423913058520029	-74.7180441445461	33.11403784085957	85.18355726644532	-19.04256888900487	-32.182289569610205	69.85819627476099	-96.84967835187479	-26.035403402938	-2.707868587936062	-127.27439415204466
-64.66123839425282	16.031379794283282	-85.07091166982815	18.01403867363331	35.889255486233964	20.55483098844053	45.24085407168897	-11.25583945571131	57.33500788059794	-42.17173685812578	-47.17945534697683	54.685344237157295	-30.339388798550203	-90.61821981428515	-51.40884719465664	70.35113076222314	-65.33857994504467	-77.67313111532104	46.58758005491441	-89.9002783941153	264.9046597392772
5.309912051000268	-83.3308119054903	-22.50993636088019	43.36160852781282	3.2121059643001075	-69.73958580554769	-18.883534754745668	-58.26706466936382	-83.30824685239044	36.40275696098857	48.702138237659995	-38.71959921350696	-0.5673309078352275	70.70429310930405	2.820029132884528	-60.23229104033836	8.94630714525249	97.55832524600714	18.931273309152047	55.44369146765166	78.17513605654301
37.333368423925776	-92.52160275487162	-47.50836841755035	56.164372664916016	-33.73099008852911	-71.23390802481504	67.01097233344791	70.37702907821938	8.435176140605165	17.36920234751345	-97.54385723295258	2.675973621183786	-55.90212451548802	-39.40397370717032	25.811543399753404	-97.08993467278353	-47.30514564368589	24.81871807502303	41.257539884234376	-76.41079318465202	233.75796381605588
-25.3186500086031	99.50288397648606	10.146144537425684	-37.29426767271025	3.5223713264731344	-66.71705643617835	27.4059007592909	91.56077188766486	93.35551923488927	-5.434791959229713	68.15086420796243	-52.219727882734524	-45.13733406218399	-48.09608761692954	-58.15939326823161	55.31003118386718	42.3867715238425	95.885780797146	88.31466845320884	-68.25178884906859	466.323938549067
44.618426170108876	73.7504647798718	-42.212562144244046	39.91151174434279	-95.87339512011368	53.01886520209655	-82.16248424295586	-82.02552736927495	-24.17396335999203	-45.8598605435373	-75.06127141808446	-50.77761719502752	-2.4194918023861476	24.420481064591954	-90.23919489184709	-91.18891410553331	-49.56674569346158	-73.74265961146942	-6.446918786182437	97.33016675179002	-62.677982848175525
72.9343688818847	-72.93725275342058	-12.965976827432584	-77.63243091695318	75.0117367977374	94.14027796000909	61.73316115330013	12.25991172103538	74.01580348016847	95.26206569200019	-86.92961249569092	-65.53785224819967	55.417515536372264	33.1108528992101	5.888310541539113	-19.091098064355975	-21.76141204084567	-19.950293745481872	-41.27159269457983	24.74441937542761	-212.60610326470834
19.88675863560738	74.00586686351284	-61.90159859357749	87.51000003184456	0.3654166885272332	-74.81187376018667	-84.36982007172298	34.71715005579736	-63.14005257097144	86.05511390767052	-62.08977329052405	38.343405094259936	43.21598612427809	-13.573561415040487	-83.34673939591576	36.8032817926717	-94.82090502169804	-79.93673348761445	3.835272060965451	46.83943378941905	5.563215708354241
67.07708270132213	57.866250772857796	-60.024811225656194	12.904532304452545	-41.26125206812827	-95.61426018224746	-51.96812393049601	17.52210459593786	-16.795131698347163	51.95141668305834	40.7105590618836	-51.2068595565065	13.589123453050519	85.13078499084685	4.557759153296175	51.337680787836405	20.60746182504984	82.02420279021348	-89.56352635811338	-91.20064874041805	-415.4174155437609
-58.552412099659065	69.79657557899398	-6.075031000797296	-34.002172842119705	-94.70968370922095	6.277859633581954	0.5461254445160932	33.75420401671485	-3.9825508004273473	47.34848586976915	33.18517332919774	70.53417497590789	-80.4415705719245	-8.951122070516732	-26.97256341725543	-42.002336734248935	-72.48532038849538	-92.25291290456748	-7.954617663857476	-58.70502094440751	-18.20474800448488
33.083335832241346	83.918828053515	-49.64139661845799	-47.701148093034654	-49.34842235551336	-94.48822795230198	-70.0817721705289	48.00471168481795	29.58603462270034	65.11019758277303	-54.23365903869885	-20.96177600883638	74.02688183686283	-88.58749245987731	38.308060748095386	-72.58880318764851	47.58608271268096	-58.93503437759981	-49.545183647308136	29.41797168876346	-255.53190879946183
30.53795926912676	3.4754808970100015	35.786193469858205	75.2879434411229	-86.38305746617019	79.63452519019492	-5.901472376353013	-38.06031904520366	-83.6279182619941	-22.860263490720456	-93.03609339964254	61.828334704107704	23.94754343015981	-99.45937852732976	-58.395293766715724	83.33175820463512	48.12233789337668	77.33196464015563	59.91026757674976	-94.61538095061923	333.0897982006219
48.05467206569023	-94.9059082345253	-4.965793093266257	24.24472581678394	98.42715678627323	-53.75014672072456	-38.562787897035534	16.926110801706812	64.8042729306097	-70.33370236796497	-97.55755820328511	-3.5066583868540278	58.08478409141006	-93.23162023367932	31.862592361527447	-69.28825161154441	-31.229161844853067	-15.845622437826705	28.927754348692417	-88.87432642145538	176.26354721728055
-96.34757957974642	-90.43779542388333	29.934409899652536	-48.99194038914339	-6.729359358132854	77.07167657507523	-98.21010922006215	64.48422331496198	76.3026980667106	-88.69031703513065	-21.50872404291846	26.94943471120166	-6.978328781161693	64.27105643728962	69.25008624388147	-25.681804043087837	-3.28186282682519	-23.680276442964427	91.52429040814752	-28.667577511478882	469.1773112112306
-13.581500827559353	-47.646015386706964	-92.45077109364072	-79.27961948689784	73.80484205521768	-78.77611758001528	30.543684727984953	-9.747748860737545	-99.56903599753124	-66.90322875709646	6.3543304873334705	-23.95131562901132	-92.55869173278354	-61.17299800519183	-15.878695596374541	-66.00876991095788	76.74132440150103	86.46923792029637	37.274658958030415	-59.70705281452471	208.27564572832696
57.49173755351492	-57.051067894078585	-13.562284469209487	-75.4833689432546	-42.43224398504617	87.30388379360181	-29.69761953495515	-64.60863340559303	-77.16987223629224	-98.26331241668574	-77.3418513831906	8.966141344494034	33.06370736496791	94.71859696915757	-81.88227405144349	-35.83765177177065	-15.661121092628335	17.349534120596985	-40.61178090139352	-61.55442584328385	-180.54076255920634
62.03877439316477	18.373719948523856	-71.54841605299885	-32.71388332830102	63.10531379383505	28.973813900756227	-71.19381172002694	36.88758726074553	41.67132762252564	-4.849339030011748	52.798707544019095	67.32387147083202	-56.963802768525525	46.2826215551994	64.46549108958123	96.74688227357734	-71.3959165992418	73.43000319788507	83.11675781232202	-59.48340378651975	437.41159032378334
-95.3208439236044	-91.4561039146922	-99.01787627796918	-58.04383651615941	-24.350963485443515	37.990973223221204	3.343164913188872	10.713752642124177	-26.497282060662116	30.51171939095235	-75.53431590786928	-40.959128079421546	31.700982407408617	-87.73189932038154	81.97339608232187	-41.17649605379603	44.58558615159066	68.51261272063726	-73.09893448284336	94.61588870310433	-395.0333019819182
33.14223767203856	55.185846800794934	0.07054092585292437	25.697570184988393	6.429927129613077	67.01253884433942	-28.188083819027952	-27.93593467125102	43.423388685451584	-1.6174053347978798	62.28506379758295	-85.32441639510115	-97.55196579288048	-41.62915359505517	50.46177177723189	-38.216825200046635	-88.27505098326236	89.12729221366641	96.30894561015003	-3.572629575547765	484.73560457593277
78.1895505940931	97.28913664363537	83.48131891494617	98.12414040983617	2.0411226271022826	-3.1783327520904976	-18.34858841339566	56.021549987255696	84.85056914728523	59.50256078501428	-84.64258166779777	86.38885145118186	-3.3052016014213876	-23.939087450570113	-82.2217486543405	-4.247503229715321	-92.63890809557131	-37.88437969518357	-33.63557438644635	-96.74252775786312	-133.93036267961074
-80.97413712965297	91.78840831883107	-23.23098011009037	-40.05684750312748	-51.6442223893969	30.80703648815529	72.08205984153645	91.3170066076384	22.045645468635612	-58.335635307869936	-73.60797633124352	-87.84565623023184	-26.758181528131587	-5.427139126425601	-51.80560342568565	66.14743565649417	74.07437809972325	-72.23038302069422	-25.73933303287619	39.97004329223316	-140.02001292845864
-97.64568413205042	8.11025594817798	-98.15122030179407	-43.195408041878494	-76.12719243693334	-6.1061659757376106	-95.90277500724869	80.89200167601902	63.1061263163983	11.356507256355442	91.26532671847261	-98.42724749061883	-7.294476410681085	60.48967023430512	60.94353763486865	-50.013164057195205	-60.7565899673719	60.694312111221365	44.46267747102016	64.7562361395209	202.7279753085938
-41.852565897235294	21.16751818752944	58.23024577670569	-74.17100501415597	-14.864876529126406	-63.96027415643364	-27.1717067204778	96.80180358957122	-14.987275554433026	-33.42902863729924	-62.88046943176235	-87.38532171532032	52.36673521114332	38.776198596161834	-34.53602335924073	-6.755576901746792	56.09217575821731	46.71799784553602	-34.87673836766622	-2.0139938928647183	-171.71236054070954
97.75449186760807	-97.65751515317508	-14.452423910676245	30.478318712464244	-86.98118524230796	41.646015880547395	-50.02549974283879	8.461514963631302	9.797881969296725	96.16688056395623	95.71933972071588	-45.224148425592325	67.31276473389721	94.2659597512835	90.17366523339632	87.40362948113682	-18.931668679342778	-17.319074384081688	-1.5115629473409626	86.4006406488989	-34.358028286337785
-25.396598109360284	-96.42164974338434	-41.64798466855322	-81.1265490828626	19.67553556069616	95.98141096605451	10.067035648471176	61.29323658213403	-19.802109473290756	-83.25475017799356	78.39579473120767	20.32233973051119	83.65812841786413	-76.43149151016965	29.318903026353667	-10.390390369333957	-75.31994520876833	62.755525007434585	29.82239692523885	-65.97034105151585	173.10209831003286
-86.07762310299145	-26.307266324650897	-7.590990186110446	-41.60896323405392	85.48794451771838	26.60229616610998	69.29721760910974	-14.10239490331577	-16.01218836116243	54.57521753419584	-32.55563325894384	85.43312495008627	-39.58547990531574	13.73375294854344	-2.8621465842803246	-17.341821540043043	-38.499450480254225	-26.017963782088742	71.81354010868534	-43.699696482452154	375.63426603757745
-72.3444741016497	81.83368066030951	-16.90567491198513	-44.998341711103265	-78.94174700278604	77.18885927274656	-82.25383126363795	-51.26187689085291	-4.024744841502326	8.098393450288313	-42.21859379587565	10.149312162707005	-80.5815573642231	33.920516135256975	-15.503218276482201	85.63162741490757	94.20130532257733	76.25644584311249	58.79249684836833	-40.639767875561404	309.50907353369547
71.82660832699165	22.00027512973986	-99.57578560301839	-86.78776328197753	-8.301086562443686	-33.92264421180022	83.6998568250028	10.090085545295608	-49.32459015724635	-10.646898440022085	-44.20556851812729	9.169437031124033	78.02726306137833	-92.54582778270246	-95.42845682569363	19.99088251064552	27.40617362337221	0.43076927657904207	43.06888175186563	-50.234035174676684	234.08908715088705
-51.82826348077321	-17.472111423749425	76.51481216501469	39.09108983299089	40.9180907975265	-97.45979290788091	-47.546638007675334	94.86183535436652	68.59158399181192	3.8571675614572456	86.2648366692394	-84.5663867809807	64.09558955308773	26.898892918101282	-74.21168653556995	-41.30308261589892	13.636391028632744	-41.044334714449974	13.56353945549185	27.670308993747383	60.59426094621012
-56.69409846682372	23.4390379355561	-58.259988616612105	-85.77381056053429	-16.115750191003414	-96.90506852172615	-61.85548264467358	-26.998497309092357	21.629168534855907	-25.63739317159697	-38.78355091671979	-59.54860586759931	19.062768440559324	-12.608755869730544	65.69535479736317	87.95994402291706	79.13462720408154	70.78054173377396	36.590961396549375	-36.223011965491466	197.02914430457736
-53.37044597252007	86.75796892614872	83.43283277204725	-68.88201726377943	-30.26159887021045	18.457063584039446	82.65754019707794	75.40791164302158	78.5822035614018	-6.171312696706991	-74.34817349654112	-94.59353525336489	-38.61297142929767	-39.51199409976947	-27.72836273152079	-27.73190851163079	-70.86675529796914	-0.27475531335143444	-68.15529207965692	65.27774308811863	-360.53570809432415
25.818093981667005	-14.881009128661432	20.147366425362748	-29.412233087167763	-84.25363537484678	2.80680960227744	91.92944684432501	80.16352053727428	87.05514459903242	-3.7414113611161213	3.580972289539133	-21.634125112875708	46.26152416283526	93.00413220077695	69.01767782801761	26.667067401293608	4.467248098661969	-4.601789609023328	97.889691182125	58.086081233248024	472.0864288328757
-36.99180641904351	56.94805281662519	77.58589087240955	-67.6605899684273	-29.80833959227276	97.35890430509448	73.8553090969472	-16.382280356454345	14.11449902519368	47.288473481201066	-58.65201559114712	-72.93088495644939	-87.73195150235136	-17.887640300708867	59.59351236522022	-43.481904852372175	73.05063408875938	-2.285097301641855	49.15204527111186	-21.93129605974778	255.07065837547523
-47.34322292807587	65.51847872466169	47.64417083286264	-10.39975110904578	72.48349637184458	-63.87323549412096	16.694264990200324	-98.11744939939612	-69.95445733191721	-39.83788283630447	75.32226941959777	-91.84826345844156	10.007819536882522	42.80296395607098	71.12440003943209	13.489504222531323	-28.361310164383596	78.10057761412205	-66.66200981647381	-46.91880671873654	-315.6704468427902
93.74482652610055	23.782560950566662	80.4434995595077	-3.3316249438950933	-68.39695080389032	45.92901329041942	91.73567435588569	-18.176415626227822	65.38623382168879	43.74658143188336	-56.64146570896644	14.111356336469512	0.7788541435910616	-44.33068105961038	-58.5239934517442	15.31548116676447	49.24988280097975	-61.1884280655659	-37.52207036822384	76.00937371237393	-210.94680974524383
95.41988264644715	32.33900259903129	-64.96373927376521	56.98483365830188	-19.50425554042603	81.57498422361547	-4.888491675241525	45.72363086734154	-23.51186400597875	-78.75681353651379	91.97055557021037	86.04411122978718	-71.88191811428459	-49.414595922606466	-96.5885673261755	14.92420847002694	20.062526741315097	29.146603876346404	18.438050729032412	-65.87564986958441	116.14880360169019
75.7189515022537	91.39079313669595	-99.73601331353517	-26.432784680442694	79.15920822399758	-89.27998499931682	-10.18603389924884	11.772381027630544	-34.677192176023624	76.52075056076089	3.6311871396163156	82.3872002411976	21.378899772855547	10.08428585441024	-1.7772006857789364	-35.212854102067936	-57.258206235743	21.95544124772067	-65.4355922816717	-76.10463094226098	-299.8097510942715
