X	Class
-48.86752587204521	-92.73505174409043
21.117667728301996	47.23533545660399
-92.25675087503271	-179.51350175006542
70.22572849821827	145.45145699643655
-44.90587533095234	-84.81175066190468
-46.84375484633079	-88.68750969266158
-42.78670270810523	-80.57340541621046
-23.25673125227243	-41.51346250454486
-0.6949708310529843	3.6100583378940314
-82.11110772958358	-159.22221545916716
-56.798512500059076	-108.59702500011815
45.92088087780729	96.84176175561458
38.888702911652075	82.77740582330415
10.998426919858659	26.996853839717318
-31.335928366968773	-57.671856733937545
-47.030476333018	-89.060952666036
14.677244914504143	34.35448982900829
-71.03067404225374	-137.06134808450747
-26.19706878367269	-47.39413756734538
40.52894536030715	86.0578907206143
13.432203127753326	31.86440625550665
94.55526038236772	194.11052076473544
-70.81315384691251	-136.62630769382503
-21.90978397930408	-38.81956795860816
-82.07557793861181	-159.15115587722363
43.25159758663068	91.50319517326136
-50.61285818869663	-96.22571637739325
-40.88235962206954	-76.76471924413909
-57.71137634156762	-110.42275268313524
-75.03147712673353	-145.06295425346707
-69.16326039050278	-133.32652078100557
56.76454737684017	118.52909475368034
-69.78287281148745	-134.5657456229749
31.374521171996207	67.74904234399241
98.20185168592411	201.40370337184822
36.87368931743663	78.74737863487326
48.13521767558902	101.27043535117804
40.301010310371595	85.60202062074319
30.827148024341312	66.65429604868262
-96.20069920517413	-187.40139841034826
-32.481076673404985	-59.96215334680997
10.554072622999072	26.108145245998145
-6.224289273885503	-7.448578547771007
11.711041212832882	28.422082425665764
15.678659162678471	36.35731832535694
-75.83089922987858	-146.66179845975716
7.88524531890053	20.77049063780106
-63.59789342691349	-122.19578685382697
-33.451953246950964	-61.90390649390193
72.26769439013455	149.5353887802691
-20.29143031628064	-35.58286063256128
-39.36385547455154	-73.72771094910308
-64.03798815230131	-123.07597630460262
20.2788236214882	45.5576472429764
-52.277584091547766	-99.55516818309553
-5.971461122753524	-6.942922245507049
41.90229454876072	88.80458909752144
-14.809311141436595	-24.61862228287319
-7.300633315827014	-9.601266631654028
-83.34877527518603	-161.69755055037206
-49.60100700818006	-94.20201401636012
-44.46820566113085	-83.9364113222617
-78.21869467764165	-151.4373893552833
-97.23117954589506	-189.46235909179012
-32.211009075939174	-59.42201815187835
60.392862011138305	125.78572402227661
-58.62573322399545	-112.2514664479909
25.665374534022874	56.33074906804575
3.554557779042568	12.109115558085136
-76.36932637244107	-147.73865274488213
-89.15658695505613	-173.31317391011225
-82.585469693856	-160.170939387712
92.20486012679748	189.40972025359497
-4.4394694052657115	-3.878938810531423
64.06757099797977	133.13514199595954
-82.6583185561901	-160.3166371123802
-56.939013024177896	-108.87802604835579
13.659342436760014	32.31868487352003
55.1326930664294	115.2653861328588
70.77437078143552	146.54874156287104
-89.82708604821792	-174.65417209643584
40.45536497413343	85.91072994826686
76.89316119264868	158.78632238529735
51.3502474746378	107.7004949492756
68.35338768273911	141.70677536547822
-71.56266973702307	-138.12533947404614
5.100414539997274	15.200829079994548
